Day of the Week,Start Time,End Time,Open Time,Close Time,Price Open,Price Close,Price High,Price Low,Volume Traded,Trade Count
Tuesday,2022-06-14 03:00:00+00:00,2022-06-14T04:00:00.0000000Z,2022-06-14T03:05:07.3880000Z,2022-06-14T03:51:15.9100000Z,5.795e-05,5.961e-05,5.968e-05,5.795e-05,6706939.8673,3
Tuesday,2022-06-14 04:00:00+00:00,2022-06-14T05:00:00.0000000Z,2022-06-14T04:54:41.8260000Z,2022-06-14T04:54:41.8260000Z,5.895e-05,5.895e-05,5.895e-05,5.895e-05,1111024.6551,1
Tuesday,2022-06-14 05:00:00+00:00,2022-06-14T06:00:00.0000000Z,2022-06-14T05:01:15.1170000Z,2022-06-14T05:36:01.9740000Z,5.959e-05,6.058e-05,6.058e-05,5.959e-05,3314778.7952,3
Tuesday,2022-06-14 08:00:00+00:00,2022-06-14T09:00:00.0000000Z,2022-06-14T08:00:39.9620000Z,2022-06-14T08:00:53.8320000Z,6.263e-05,6.263e-05,6.266e-05,6.263e-05,39379756.7125,13
Tuesday,2022-06-14 11:00:00+00:00,2022-06-14T12:00:00.0000000Z,2022-06-14T11:09:41.3500000Z,2022-06-14T11:40:31.2690000Z,6.007e-05,5.944e-05,6.007e-05,5.927e-05,11030717.9694,5
Tuesday,2022-06-14 13:00:00+00:00,2022-06-14T14:00:00.0000000Z,2022-06-14T13:46:40.5120000Z,2022-06-14T13:46:40.5120000Z,6.085e-05,6.085e-05,6.085e-05,6.085e-05,500000.0,1
Tuesday,2022-06-14 14:00:00+00:00,2022-06-14T15:00:00.0000000Z,2022-06-14T14:20:50.5350000Z,2022-06-14T14:28:13.4450000Z,6.085e-05,6.076e-05,6.085e-05,6.076e-05,3289204.9919,2
Tuesday,2022-06-14 15:00:00+00:00,2022-06-14T16:00:00.0000000Z,2022-06-14T15:19:25.4670000Z,2022-06-14T15:26:58.5870000Z,6.129e-05,6.124e-05,6.129e-05,6.114e-05,2508995.2166,4
Tuesday,2022-06-14 17:00:00+00:00,2022-06-14T18:00:00.0000000Z,2022-06-14T17:02:08.2330000Z,2022-06-14T17:30:32.8690000Z,6.019e-05,6.089e-05,6.092e-05,5.987e-05,56636319.3581,12
Tuesday,2022-06-14 18:00:00+00:00,2022-06-14T19:00:00.0000000Z,2022-06-14T18:56:31.9520000Z,2022-06-14T18:56:31.9520000Z,5.995e-05,5.995e-05,5.995e-05,5.995e-05,15779.8165,1
Tuesday,2022-06-14 21:00:00+00:00,2022-06-14T22:00:00.0000000Z,2022-06-14T21:44:40.9970000Z,2022-06-14T21:44:42.2910000Z,5.723e-05,5.722e-05,5.723e-05,5.722e-05,7911961.411,2
Tuesday,2022-06-14 22:00:00+00:00,2022-06-14T23:00:00.0000000Z,2022-06-14T22:44:31.4000000Z,2022-06-14T22:49:01.1930000Z,5.922e-05,6.03e-05,6.03e-05,5.922e-05,4383377.943,2
Tuesday,2022-06-14 23:00:00+00:00,2022-06-15T00:00:00.0000000Z,2022-06-14T23:06:17.8390000Z,2022-06-14T23:11:42.0960000Z,6.042e-05,6.073e-05,6.073e-05,6.042e-05,11383682.5009,2
Wednesday,2022-06-15 00:00:00+00:00,2022-06-15T01:00:00.0000000Z,2022-06-15T00:00:33.9620000Z,2022-06-15T00:52:01.6400000Z,6.013e-05,6.027e-05,6.027e-05,6.013e-05,15071593.7623,2
Wednesday,2022-06-15 04:00:00+00:00,2022-06-15T05:00:00.0000000Z,2022-06-15T04:48:43.0770000Z,2022-06-15T04:48:43.0770000Z,5.838e-05,5.838e-05,5.838e-05,5.838e-05,3852708.3396,1
Wednesday,2022-06-15 05:00:00+00:00,2022-06-15T06:00:00.0000000Z,2022-06-15T05:33:54.6680000Z,2022-06-15T05:33:54.6680000Z,5.809e-05,5.809e-05,5.809e-05,5.809e-05,2500000.0,1
Wednesday,2022-06-15 09:00:00+00:00,2022-06-15T10:00:00.0000000Z,2022-06-15T09:27:42.9990000Z,2022-06-15T09:31:36.0620000Z,5.472e-05,5.411e-05,5.472e-05,5.411e-05,32268034.7504,3
Wednesday,2022-06-15 10:00:00+00:00,2022-06-15T11:00:00.0000000Z,2022-06-15T10:09:08.6890000Z,2022-06-15T10:36:23.0450000Z,5.569e-05,5.775e-05,5.775e-05,5.558e-05,25758096.4892,5
Wednesday,2022-06-15 12:00:00+00:00,2022-06-15T13:00:00.0000000Z,2022-06-15T12:32:12.1080000Z,2022-06-15T12:50:20.5070000Z,5.801e-05,5.796e-05,5.801e-05,5.796e-05,862960.1792,2
Wednesday,2022-06-15 13:00:00+00:00,2022-06-15T14:00:00.0000000Z,2022-06-15T13:51:25.8000000Z,2022-06-15T13:51:25.9840000Z,5.916e-05,5.922e-05,5.922e-05,5.916e-05,58583737.7159,3
Wednesday,2022-06-15 16:00:00+00:00,2022-06-15T17:00:00.0000000Z,2022-06-15T16:20:06.2680000Z,2022-06-15T16:57:39.9530000Z,5.843e-05,5.605e-05,5.843e-05,5.605e-05,43798879.1428,5
Wednesday,2022-06-15 17:00:00+00:00,2022-06-15T18:00:00.0000000Z,2022-06-15T17:09:18.3470000Z,2022-06-15T17:46:58.4840000Z,5.599e-05,5.654e-05,5.654e-05,5.599e-05,4409843.3208,2
Wednesday,2022-06-15 18:00:00+00:00,2022-06-15T19:00:00.0000000Z,2022-06-15T18:53:56.5030000Z,2022-06-15T18:53:56.5030000Z,5.815e-05,5.821e-05,5.821e-05,5.815e-05,23833654.104,4
Wednesday,2022-06-15 19:00:00+00:00,2022-06-15T20:00:00.0000000Z,2022-06-15T19:01:20.4920000Z,2022-06-15T19:56:21.8520000Z,5.927e-05,5.94e-05,6.086e-05,5.927e-05,31556430.4061,7
Wednesday,2022-06-15 20:00:00+00:00,2022-06-15T21:00:00.0000000Z,2022-06-15T20:00:53.0810000Z,2022-06-15T20:00:53.0810000Z,5.995e-05,5.995e-05,5.995e-05,5.995e-05,1130222.7574,1
Wednesday,2022-06-15 23:00:00+00:00,2022-06-16T00:00:00.0000000Z,2022-06-15T23:05:31.8910000Z,2022-06-15T23:53:37.4090000Z,6.044e-05,6.159e-05,6.159e-05,6.037e-05,26883518.6721,5
Thursday,2022-06-16 00:00:00+00:00,2022-06-16T01:00:00.0000000Z,2022-06-16T00:38:49.7640000Z,2022-06-16T00:38:49.7640000Z,6.32e-05,6.327e-05,6.327e-05,6.32e-05,22670448.87,4
Thursday,2022-06-16 01:00:00+00:00,2022-06-16T02:00:00.0000000Z,2022-06-16T01:55:27.7450000Z,2022-06-16T01:59:35.3140000Z,6.237e-05,6.151e-05,6.237e-05,6.151e-05,27086721.2955,5
Thursday,2022-06-16 02:00:00+00:00,2022-06-16T03:00:00.0000000Z,2022-06-16T02:18:25.2750000Z,2022-06-16T02:18:25.2750000Z,6.2e-05,6.207e-05,6.207e-05,6.2e-05,32050324.2213,5
Thursday,2022-06-16 09:00:00+00:00,2022-06-16T10:00:00.0000000Z,2022-06-16T09:32:53.6740000Z,2022-06-16T09:32:55.5600000Z,5.907e-05,5.907e-05,5.907e-05,5.907e-05,2991387.1865,2
Thursday,2022-06-16 14:00:00+00:00,2022-06-16T15:00:00.0000000Z,2022-06-16T14:37:59.9690000Z,2022-06-16T14:37:59.9690000Z,5.833e-05,5.833e-05,5.833e-05,5.833e-05,514277.0,1
Thursday,2022-06-16 15:00:00+00:00,2022-06-16T16:00:00.0000000Z,2022-06-16T15:42:43.7690000Z,2022-06-16T15:42:43.7690000Z,5.9e-05,5.9e-05,5.9e-05,5.9e-05,143453.5,1
